subset,threshold,n,p,before_bd_low,before_bd_est,before_bd_high,after_bd_low,after_bd_est,after_bd_high,rel_overlap_low,rel_overlap_est,rel_overlap_high
same sex,100,12,0.20027514538006955,0.33711093041419643,0.49303458299386405,0.678129620149494,0.45337180899597557,0.5977291708313855,0.7617329248354497,0.7422724130178671,0.9005995346395164,1.092697920020086
same sex,200,22,0.08849343306431919,0.5372860416453205,0.7311789058880785,0.9586062551125224,0.4652095419288091,0.5767072360392613,0.7000024822759068,0.9528470138554334,1.167041203842361,1.4293849397238796
same sex,300,27,0.39265832768435754,0.5313983459256846,0.7014213853762761,0.8978703287149952,0.5184810033519324,0.6681758762800504,0.8395338276530214,0.8423661495071806,1.03380431863327,1.268749189233285
same sex,400,33,0.37065280740496714,0.5790815034921427,0.731711854131422,0.9038454104474626,0.5462579209381432,0.6934074040939586,0.8604368496897828,0.8593727286947584,1.0390474647277668,1.256287985304071
same sex,500,36,0.13255284704751802,0.6584672857704726,0.8631352811470776,1.1011768955454557,0.572199255261423,0.7155671688897358,0.8771630850414012,0.924610682208116,1.1590122183484817,1.4528377706745008
spring,50,7,0.37211759345428524,0.34258018880678476,0.5941596898130301,0.9138707109659749,0.4933907121479539,0.6617242364586691,0.8543843325989094,0.7030372646703399,0.9346673890241979,1.2426128343494725
spring,100,8,0.3404987631325337,0.3441533027154327,0.5745219475468903,0.862958188134272,0.4873566780751376,0.6503286711337392,0.8364465117214315,0.7123565692057383,0.9269953555835191,1.2063065414438983
spring,200,13,0.2802789793825452,0.5011677703469546,0.691899517597547,0.9129093290139043,0.484446074871036,0.6203900593078174,0.7728911699237149,0.8695211514921541,1.074128310070032,1.326881611233943
spring,300,20,0.4083979076194159,0.6660427544339362,0.8430823183366813,1.040671377243386,0.6275969426361007,0.8101495609794918,1.0204447603915336,0.822695034514616,1.033481037199131,1.2982733691596333
spring,400,20,0.40839791824617755,0.6660427544339362,0.8430823183366813,1.040671377243386,0.6275969465177305,0.8101495648587538,1.0204447639810812,0.8226950339720136,1.0334810375322037,1.2982733708527212
spring,500,21,0.4084214754163666,0.6633652692751341,0.8371107161487283,1.0307600692920684,0.6235207848294143,0.8045595554604112,1.0128922395605011,0.8249807743001999,1.033086737061021,1.2936885798298887
